type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density,interval
noteOn,12720,239,54:80,F#3,Gb3,0.3651,m7
noteOn,12720,119,76:80,E5,E5,0.3651,M2
noteOn,12840,119,74:80,D5,D5,0.3195,m3
noteOn,12960,239,47:80,B2,B2,0.3651,P4
noteOn,12960,119,76:80,E5,E5,0.3651,M2
noteOn,13080,119,74:80,D5,D5,0.2739,P1
noteOn,13200,239,50:80,D3,D3,0.2739,M7
noteOn,13200,119,73:80,C#5,Db5,0.2739,M2
noteOn,13320,119,71:80,B4,B4,0.1826,m7
noteOn,13440,239,49:80,C#3,Db3,0.2282,m7
noteOn,13440,479,71:80,B4,B4,0.2282,P4
noteOn,13680,239,54:80,F#3,Gb3,0.1826,P4
noteOn,13920,239,49:80,C#3,Db3,0.1826,M6
noteOn,13920,479,70:80,A#4,Bb4,0.1826,P1
noteOn,14160,239,46:80,A#2,Bb2,0.1369,M3
noteOn,14400,479,42:80,F#2,Gb2,0.2282,m7
noteOn,14640,119,64:80,E4,E4,0.2739,M2
noteOn,14760,119,62:80,D4,D4,0.2282,M3
noteOn,14880,479,58:80,A#3,Bb3,0.2739,m3
noteOn,14880,119,61:80,C#4,Db4,0.2739,m2
noteOn,15000,119,62:80,D4,D4,0.1826,M2
noteOn,15120,239,64:80,E4,E4,0.1826,P4
noteOn,15360,479,47:80,B2,B2,0.2739,m3
noteOn,15360,239,62:80,D4,D4,0.2739,M6
noteOn,15600,119,71:80,B4,B4,0.2739,M2
noteOn,15720,119,73:80,C#5,Db5,0.2282,M2
noteOn,15840,479,59:80,B3,B3,0.2282,m3
noteOn,15840,119,74:80,D5,D5,0.2282,m2
noteOn,15960,119,73:80,C#5,Db5,0.1369,M2
noteOn,16080,479,71:80,B4,B4,0.1369,m7
noteOn,16320,479,61:80,C#4,Db4,0.1369,P4
noteOn,16560,479,78:80,F#5,Gb5,0.1369,m3
noteOn,16800,479,63:80,D#4,Eb4,0.1369,d5
noteOn,17040,479,69:80,A4,A4,0.1369,P4
noteOn,17280,479,64:80,E4,E4,0.2282,P5
noteOn,17520,119,71:80,B4,B4,0.2739,M2
noteOn,17640,119,69:80,A4,A4,0.2282,P4
noteOn,17760,479,52:80,E3,E3,0.2282,M3
noteOn,17760,119,68:80,G#4,Ab4,0.2282,m2
noteOn,17880,119,69:80,A4,A4,0.1369,M2
noteOn,18000,479,71:80,B4,B4,0.1369,P4
noteOn,18240,479,54:80,F#3,Gb3,0.1369,m6
noteOn,18480,479,62:80,D4,D4,0.1369,d5
noteOn,18720,479,56:80,G#3,Ab3,0.1826,m3
noteOn,18960,239,71:80,B4,B4,0.1826,M2
noteOn,19200,479,45:80,A2,A2,0.2739,M3
noteOn,19200,239,61:80,C#4,Db4,0.2739,m6
noteOn,19440,119,69:80,A4,A4,0.2739,M2
noteOn,19560,119,71:80,B4,B4,0.2282,M2
noteOn,19680,479,57:80,A3,A3,0.2282,M3
noteOn,19680,119,73:80,C#5,Db5,0.2282,M2
noteOn,19800,119,71:80,B4,B4,0.1369,M2
noteOn,19920,479,69:80,A4,A4,0.1369,m7
noteOn,20160,479,59:80,B3,B3,0.1369,P4
noteOn,20400,479,76:80,E5,E5,0.1369,m3
noteOn,20640,479,61:80,C#4,Db4,0.1369,d5
noteOn,20880,479,67:80,G4,G4,0.1369,P4
noteOn,21120,479,62:80,D4,D4,0.2282,P5
noteOn,21360,119,69:80,A4,A4,0.2739,M2
noteOn,21480,119,67:80,G4,G4,0.2282,P4
noteOn,21600,479,50:80,D3,D3,0.2282,M3
noteOn,21600,119,66:80,F#4,Gb4,0.2282,m2
noteOn,21720,119,67:80,G4,G4,0.1369,M2
noteOn,21840,479,69:80,A4,A4,0.1369,P4
noteOn,22080,479,52:80,E3,E3,0.1369,M6
noteOn,22320,479,61:80,C#4,Db4,0.1369,P5
noteOn,22560,479,54:80,F#3,Gb3,0.1826,m3
noteOn,22800,239,69:80,A4,A4,0.1826,M2
noteOn,23040,479,43:80,G2,G2,0.1826,M3
noteOn,23040,239,59:80,B3,B3,0.1826,P5
noteOn,23280,479,66:80,F#4,Gb4,0.1369,P5
noteOn,23520,479,47:80,B2,B2,0.1369,m7
noteOn,23760,479,69:80,A4,A4,0.1369,P5
noteOn,24000,479,50:80,D3,D3,0.2282,P4
noteOn,24240,119,67:80,G4,G4,0.2739,m2
noteOn,24360,119,66:80,F#4,Gb4,0.2739,M2
noteOn,24480,479,52:80,E3,E3,0.3195,m3
noteOn,24480,119,67:80,G4,G4,0.3195,m2
noteOn,24600,119,66:80,F#4,Gb4,0.2282,M2
noteOn,24720,119,64:80,E4,E4,0.2282,M2
noteOn,24840,119,62:80,D4,D4,0.1826,P4
noteOn,24960,479,45:80,A2,A2,0.1826,M3
noteOn,24960,239,61:80,C#4,Db4,0.1826,d5
noteOn,25200,479,67:80,G4,G4,0.1369,d5
noteOn,25440,479,49:80,C#3,Db3,0.1369,m7
noteOn,25680,479,71:80,B4,B4,0.1369,P5
noteOn,25920,479,52:80,E3,E3,0.2282,P4
noteOn,26160,119,69:80,A4,A4,0.2739,M2
noteOn,26280,119,67:80,G4,G4,0.2739,m2
noteOn,26400,479,54:80,F#3,Gb3,0.3195,m3
noteOn,26400,119,69:80,A4,A4,0.3195,M2
noteOn,26520,119,67:80,G4,G4,0.2282,m2
noteOn,26640,119,66:80,F#4,Gb4,0.2282,M2
noteOn,26760,119,64:80,E4,E4,0.1826,P4
noteOn,26880,479,47:80,B2,B2,0.1826,m3
noteOn,26880,239,62:80,D4,D4,0.1826,P5
noteOn,27120,479,69:80,A4,A4,0.1369,P5
noteOn,27360,479,50:80,D3,D3,0.1369,m7
noteOn,27600,479,72:80,C5,C5,0.1369,d5
noteOn,27840,479,54:80,F#3,Gb3,0.2282,P4
noteOn,28080,119,71:80,B4,B4,0.2739,M2
noteOn,28200,119,69:80,A4,A4,0.2739,M2
noteOn,28320,479,55:80,G3,G3,0.3195,M3
noteOn,28320,119,71:80,B4,B4,0.3195,M2
noteOn,28440,119,69:80,A4,A4,0.2282,M2
noteOn,28560,119,67:80,G4,G4,0.2282,m2
noteOn,28680,119,66:80,F#4,Gb4,0.1826,P4
noteOn,28800,479,49:80,C#3,Db3,0.1826,m3
noteOn,28800,239,64:80,E4,E4,0.1826,P5
noteOn,29040,479,71:80,B4,B4,0.1369,P5
noteOn,29280,479,52:80,E3,E3,0.1369,m7
noteOn,29520,479,74:80,D5,D5,0.1369,P5
noteOn,29760,479,55:80,G3,G3,0.2282,d5
noteOn,30000,119,73:80,C#5,Db5,0.2739,M2
noteOn,30120,119,71:80,B4,B4,0.2739,M2
noteOn,30240,479,57:80,A3,A3,0.3195,M3
noteOn,30240,119,73:80,C#5,Db5,0.3195,M2
noteOn,30360,119,71:80,B4,B4,0.2282,M2
noteOn,30480,119,69:80,A4,A4,0.2282,M2
noteOn,30600,119,67:80,G4,G4,0.1826,P4
noteOn,30720,479,50:80,D3,D3,0.2282,M3
noteOn,30720,239,66:80,F#4,Gb4,0.2282,m3
noteOn,30960,239,69:80,A4,A4,0.1826,m3
noteOn,31200,479,54:80,F#3,Gb3,0.2282,m6
noteOn,31200,239,62:80,D4,D4,0.2282,M2
noteOn,31440,239,64:80,E4,E4,0.1826,P5
noteOn,31680,599,57:80,A3,A3,0.1826,M6
noteOn,31680,239,66:80,F#4,Gb4,0.1826,m3
noteOn,31920,239,69:80,A4,A4,0.2282,P5
noteOn,32160,239,62:80,D4,D4,0.3195,m3
noteOn,32280,119,59:80,B3,B3,0.2739,M2
noteOn,32400,119,57:80,A3,A3,0.2739,M6
noteOn,32400,239,66:80,F#4,Gb4,0.2739,m7
noteOn,32520,119,56:80,G#3,Ab3,0.1826,m2
noteOn,32640,479,57:80,A3,A3,0.2282,P5
noteOn,32640,239,64:80,E4,E4,0.2282,P4
noteOn,32880,239,69:80,A4,A4,0.2282,m6
noteOn,33120,479,49:80,C#3,Db3,0.3195,m7
noteOn,33120,119,71:80,B4,B4,0.3195,M2
noteOn,33240,119,69:80,A4,A4,0.2282,m2
noteOn,33360,119,68:80,G#4,Ab4,0.2282,m2
noteOn,33480,119,69:80,A4,A4,0.1826,P4
noteOn,33600,479,52:80,E3,E3,0.2282,M6
noteOn,33600,239,73:80,C#5,Db5,0.2282,M3
noteOn,33840,239,69:80,A4,A4,0.1826,P1
noteOn,34080,479,57:80,A3,A3,0.2282,P5
noteOn,34080,239,76:80,E5,E5,0.2282,M6
noteOn,34320,239,67:80,G4,G4,0.1826,P4
noteOn,34560,479,50:80,D3,D3,0.2282,M3
noteOn,34560,239,66:80,F#4,Gb4,0.2282,m3
noteOn,34800,239,69:80,A4,A4,0.1826,m3
noteOn,35040,479,54:80,F#3,Gb3,0.2282,m6
noteOn,35040,239,62:80,D4,D4,0.2282,M2
noteOn,35280,239,64:80,E4,E4,0.1826,P5
noteOn,35520,599,57:80,A3,A3,0.1826,M6
noteOn,35520,239,66:80,F#4,Gb4,0.1826,m3
noteOn,35760,239,69:80,A4,A4,0.2282,P5
noteOn,36000,239,62:80,D4,D4,0.3195,m3
noteOn,36120,119,59:80,B3,B3,0.2739,M2
noteOn,36240,119,57:80,A3,A3,0.2739,M6
noteOn,36240,239,66:80,F#4,Gb4,0.2739,m7
noteOn,36360,119,56:80,G#3,Ab3,0.1826,m2
noteOn,36480,479,57:80,A3,A3,0.2282,P5
noteOn,36480,239,64:80,E4,E4,0.2282,P4
noteOn,36720,239,69:80,A4,A4,0.1826,P1
noteOn,36960,479,45:80,A2,A2,0.1826,P5
noteOn,36960,239,64:80,E4,E4,0.1826,m3
noteOn,37200,239,61:80,C#4,Db4,0.1369,M3
noteOn,37440,239,57:80,A3,A3,0.1369,M2
noteOn,37680,239,55:80,G3,G3,0.1369,m2
noteOn,37920,239,54:80,F#3,Gb3,0.1369,M2
noteOn,38160,239,52:80,E3,E3,0.1369,M2
noteOn,38400,239,54:80,F#3,Gb3,0.1826,m3
noteOn,38640,239,57:80,A3,A3,0.1826,P5
noteOn,38880,239,50:80,D3,D3,0.2282,P5
noteOn,38880,479,69:80,A4,A4,0.2282,P4
noteOn,39120,239,52:80,E3,E3,0.2739,M2
noteOn,39360,239,54:80,F#3,Gb3,0.3651,P4
noteOn,39360,119,71:80,B4,B4,0.3651,M2
noteOn,39480,119,69:80,A4,A4,0.2739,P1
noteOn,39600,239,57:80,A3,A3,0.2739,M7
noteOn,39600,119,68:80,G#4,Ab4,0.2739,m2
noteOn,39720,119,69:80,A4,A4,0.1826,P5
noteOn,39840,239,50:80,D3,D3,0.1826,M3
noteOn,39840,157,78:80,F#5,Gb5,0.1826,P1
noteOn,40080,239,54:80,F#3,Gb3,0.1369,M2
noteOn,40320,239,52:80,E3,E3,0.1826,P4
noteOn,40560,239,57:80,A3,A3,0.2282,M2
noteOn,40800,119,59:80,B3,B3,0.3195,m7
noteOn,40800,479,69:80,A4,A4,0.3195,P1
noteOn,40920,119,57:80,A3,A3,0.2739,m2
noteOn,41040,119,56:80,G#3,Ab3,0.3195,m2
noteOn,41160,119,57:80,A3,A3,0.3195,M3
noteOn,41280,239,61:80,C#4,Db4,0.3651,m7
noteOn,41280,119,71:80,B4,B4,0.3651,M2
noteOn,41400,119,69:80,A4,A4,0.2739,P1
noteOn,41520,239,57:80,A3,A3,0.2739,M7
noteOn,41520,119,68:80,G#4,Ab4,0.2739,m2
noteOn,41640,119,69:80,A4,A4,0.1826,P4
noteOn,41760,239,64:80,E4,E4,0.1826,m3
noteOn,41760,157,79:80,G5,G5,0.1826,P1
noteOn,42000,239,55:80,G3,G3,0.1369,m2
noteOn,42240,239,54:80,F#3,Gb3,0.1826,m3
noteOn,42480,239,57:80,A3,A3,0.1826,P5
noteOn,42720,239,50:80,D3,D3,0.2282,P5
noteOn,42720,479,69:80,A4,A4,0.2282,P4
noteOn,42960,239,52:80,E3,E3,0.2739,M2
noteOn,43200,239,54:80,F#3,Gb3,0.3651,P4
noteOn,43200,119,71:80,B4,B4,0.3651,M2
noteOn,43320,119,69:80,A4,A4,0.2739,P1
noteOn,43440,239,57:80,A3,A3,0.3195,M7
noteOn,43440,119,68:80,G#4,Ab4,0.3195,m2
noteOn,43560,119,69:80,A4,A4,0.2282,P5
noteOn,43680,239,50:80,D3,D3,0.2739,P5
noteOn,43680,239,81:80,A5,A5,0.2739,m3
noteOn,43920,239,54:80,F#3,Gb3,0.2282,m6
noteOn,43920,239,74:80,D5,D5,0.2282,m7
noteOn,44160,239,52:80,E3,E3,0.2282,m7
noteOn,44160,479,74:80,D5,D5,0.2282,P4
noteOn,44400,239,57:80,A3,A3,0.1826,P4
noteOn,44640,239,52:80,E3,E3,0.1826,M6
noteOn,44640,599,73:80,C#5,Db5,0.1826,P1
noteOn,44880,239,49:80,C#3,Db3,0.2282,M3
noteOn,45120,239,45:80,A2,A2,0.3195,M2
noteOn,45240,119,71:80,B4,B4,0.3195,M2
noteOn,45360,239,57:80,A3,A3,0.3651,M3
noteOn,45360,119,73:80,C#5,Db5,0.3651,M2
noteOn,45480,119,75:80,D#5,Eb5,0.3195,m6
noteOn,45600,239,55:80,G3,G3,0.3651,M6
noteOn,45600,119,76:80,E5,E5,0.3651,m2
noteOn,45720,119,75:80,D#5,Eb5,0.2739,M6
noteOn,45840,239,54:80,F#3,Gb3,0.3195,P5
noteOn,45840,119,73:80,C#5,Db5,0.3195,M2
noteOn,45960,119,75:80,D#5,Eb5,0.2282,m6
noteOn,46080,239,55:80,G3,G3,0.2739,M6
noteOn,46080,239,76:80,E5,E5,0.2739,P4
noteOn,46320,239,59:80,B3,B3,0.2739,m6
noteOn,46320,239,79:80,G5,G5,0.2739,m3
noteOn,46560,239,52:80,E3,E3,0.2739,P5
noteOn,46560,239,71:80,B4,B4,0.2739,P4
noteOn,46800,239,54:80,F#3,Gb3,0.2739,M6
noteOn,46800,239,75:80,D#5,Eb5,0.2739,m6
noteOn,47040,239,55:80,G3,G3,0.2739,M6
noteOn,47040,239,76:80,E5,E5,0.2739,P4
noteOn,47280,239,59:80,B3,B3,0.2739,m6
noteOn,47280,239,79:80,G5,G5,0.2739,m3
noteOn,47520,239,52:80,E3,E3,0.2739,P5
noteOn,47520,239,71:80,B4,B4,0.2739,M3
noteOn,47760,239,55:80,G3,G3,0.2282,M6
noteOn,47760,239,76:80,E5,E5,0.2282,m7
noteOn,48000,239,54:80,F#3,Gb3,0.2282,m7
noteOn,48000,479,76:80,E5,E5,0.2282,P4
noteOn,48240,239,59:80,B3,B3,0.2739,m2
noteOn,48480,119,60:80,C4,C4,0.3651,m3
noteOn,48480,239,75:80,D#5,Eb5,0.3651,M3
noteOn,48600,119,59:80,B3,B3,0.2739,m2
noteOn,48720,119,58:80,A#3,Bb3,0.2739,m6
noteOn,48720,239,78:80,F#5,Gb5,0.2739,P5
noteOn,48840,119,59:80,B3,B3,0.1826,M3
noteOn,48960,239,63:80,D#4,Eb4,0.2282,m6
noteOn,48960,479,71:80,B4,B4,0.2282,P1
noteOn,49200,239,59:80,B3,B3,0.2282,P5
noteOn,49440,239,66:80,F#4,Gb4,0.2739,m3
noteOn,49440,239,69:80,A4,A4,0.2739,P1
noteOn,49680,239,57:80,A3,A3,0.3195,M6
noteOn,49680,239,78:80,F#5,Gb5,0.3195,M7
noteOn,49920,239,55:80,G3,G3,0.3195,M7
noteOn,49920,119,78:80,F#5,Gb5,0.3195,M2
noteOn,50040,119,76:80,E5,E5,0.2282,P4
noteOn,50160,239,59:80,B3,B3,0.2739,M3
noteOn,50160,239,75:80,D#5,Eb5,0.2739,M7
noteOn,50400,239,52:80,E3,E3,0.2739,P1
noteOn,50400,239,76:80,E5,E5,0.2739,m7
noteOn,50640,239,54:80,F#3,Gb3,0.2282,m3
noteOn,50640,239,69:80,A4,A4,0.2282,M2
noteOn,50880,239,55:80,G3,G3,0.2282,M2
noteOn,50880,479,69:80,A4,A4,0.2282,m7
noteOn,51120,239,59:80,B3,B3,0.2282,P5
noteOn,51360,239,52:80,E3,E3,0.2739,m3
noteOn,51360,239,67:80,G4,G4,0.2739,P1
noteOn,51600,239,55:80,G3,G3,0.2739,M6
noteOn,51600,239,76:80,E5,E5,0.2739,m7
noteOn,51840,239,54:80,F#3,Gb3,0.2739,m7
noteOn,51840,239,76:80,E5,E5,0.2739,P4
noteOn,52080,239,59:80,B3,B3,0.2282,M3
noteOn,52080,239,75:80,D#5,Eb5,0.2282,M6
noteOn,52320,239,54:80,F#3,Gb3,0.1826,m3
noteOn,52320,599,81:80,A5,A5,0.1826,d5
noteOn,52560,239,51:80,D#3,Eb3,0.1826,M3
noteOn,52800,479,47:80,B2,B2,0.2282,m6
noteOn,52920,119,79:80,G5,G5,0.2282,m2
noteOn,53040,119,78:80,F#5,Gb5,0.2282,M2
noteOn,53160,119,76:80,E5,E5,0.2282,m2
noteOn,53280,119,75:80,D#5,Eb5,0.2282,M2
noteOn,53400,119,73:80,C#5,Db5,0.1826,M2
noteOn,53520,119,71:80,B4,B4,0.1826,M2
noteOn,53640,119,69:80,A4,A4,0.1369,M2
noteOn,53760,239,67:80,G4,G4,0.1826,M3
noteOn,54000,239,71:80,B4,B4,0.1826,M3
noteOn,54240,479,55:80,G3,G3,0.2282,M6
noteOn,54240,239,64:80,E4,E4,0.2282,M2
noteOn,54480,239,66:80,F#4,Gb4,0.1826,M2
noteOn,54720,479,52:80,E3,E3,0.2282,m3
noteOn,54720,239,67:80,G4,G4,0.2282,M3
noteOn,54960,239,71:80,B4,B4,0.1826,P1
noteOn,55200,479,47:80,B2,B2,0.1826,P4
noteOn,55200,239,64:80,E4,E4,0.1826,m3
noteOn,55440,239,67:80,G4,G4,0.1369,m2
noteOn,55680,239,66:80,F#4,Gb4,0.1826,P4
noteOn,55920,239,71:80,B4,B4,0.2282,M2
noteOn,56160,479,57:80,A3,A3,0.3195,m3
noteOn,56160,119,72:80,C5,C5,0.3195,m2
noteOn,56280,119,71:80,B4,B4,0.2282,m2
noteOn,56400,119,70:80,A#4,Bb4,0.2282,m2
noteOn,56520,119,71:80,B4,B4,0.1826,P4
noteOn,56640,479,54:80,F#3,Gb3,0.2282,M6
noteOn,56640,239,75:80,D#5,Eb5,0.2282,M3
noteOn,56880,239,71:80,B4,B4,0.1826,P1
noteOn,57120,479,47:80,B2,B2,0.1826,P5
noteOn,57120,239,78:80,F#5,Gb5,0.1826,M6
noteOn,57360,239,69:80,A4,A4,0.1369,M2
noteOn,57600,239,67:80,G4,G4,0.1826,M3
noteOn,57840,239,71:80,B4,B4,0.2739,P1
noteOn,58080,59,59:80,B3,B3,0.2739,P4
noteOn,58080,239,64:80,E4,E4,0.2739,P5
noteOn,58140,59,57:80,A3,A3,0.1826,M2
noteOn,58200,839,59:80,B3,B3,0.1369,P5
noteOn,58320,239,66:80,F#4,Gb4,0.1826,m2
noteOn,58560,239,67:80,G4,G4,0.2739,m7
noteOn,58800,119,57:80,A3,A3,0.3651,M2
noteOn,58800,239,71:80,B4,B4,0.3651,M3
noteOn,58920,119,55:80,G3,G3,0.3195,M2
noteOn,59040,119,57:80,A3,A3,0.3651,P5
noteOn,59040,239,64:80,E4,E4,0.3651,M6
noteOn,59160,119,55:80,G3,G3,0.2739,m2
noteOn,59280,119,54:80,F#3,Gb3,0.2739,m2
noteOn,59280,239,67:80,G4,G4,0.2739,m3
noteOn,59400,119,52:80,E3,E3,0.1826,P1
noteOn,59520,479,52:80,E3,E3,0.2282,M2
noteOn,59520,239,66:80,F#4,Gb4,0.2282,P4
noteOn,59760,239,71:80,B4,B4,0.1826,m6
noteOn,60000,479,51:80,D#3,Eb3,0.1826,m3
noteOn,60000,239,66:80,F#4,Gb4,0.1826,m3
noteOn,60240,239,63:80,D#4,Eb4,0.1369,M3
noteOn,60480,479,59:80,B3,B3,0.2282,M2
noteOn,60720,119,57:80,A3,A3,0.2739,M2
noteOn,60840,119,55:80,G3,G3,0.2282,m2
noteOn,60960,119,54:80,F#3,Gb3,0.2739,M6
noteOn,60960,479,75:80,D#5,Eb5,0.2739,m6
noteOn,61080,119,55:80,G3,G3,0.1826,M2
noteOn,61200,239,57:80,A3,A3,0.1826,M2
noteOn,61440,239,55:80,G3,G3,0.2739,M6
noteOn,61440,479,76:80,E5,E5,0.2739,P1
noteOn,61680,119,64:80,E4,E4,0.2739,M2
noteOn,61800,119,66:80,F#4,Gb4,0.2282,m2
noteOn,61920,119,67:80,G4,G4,0.2282,M3
noteOn,61920,479,71:80,B4,B4,0.2282,P4
noteOn,62040,119,66:80,F#4,Gb4,0.1826,M2
noteOn,62160,479,64:80,E4,E4,0.2282,m3
noteOn,62400,119,79:80,G5,G5,0.2739,m2
noteOn,62520,119,78:80,F#5,Gb5,0.2282,P5
noteOn,62640,479,71:80,B4,B4,0.2739,P4
noteOn,62640,119,76:80,E5,E5,0.2739,M2
noteOn,62760,119,78:80,F#5,Gb5,0.1826,m2
noteOn,62880,239,79:80,G5,G5,0.1826,P4
noteOn,63120,479,62:80,D4,D4,0.3195,M6
noteOn,63120,239,71:80,B4,B4,0.3195,M2
noteOn,63360,59,69:80,A4,A4,0.3651,M2
noteOn,63420,59,71:80,B4,B4,0.3195,M2
noteOn,63480,119,69:80,A4,A4,0.3195,P4
noteOn,63600,119,64:80,E4,E4,0.3651,M3
noteOn,63600,239,68:80,G#4,Ab4,0.3651,d5
noteOn,63720,119,62:80,D4,D4,0.2739,m2
noteOn,63840,119,61:80,C#4,Db4,0.2739,m6
noteOn,63840,239,69:80,A4,A4,0.2739,P5
noteOn,63960,119,62:80,D4,D4,0.1826,M2
noteOn,64080,479,64:80,E4,E4,0.2282,M6
noteOn,64080,239,73:80,C#5,Db5,0.2282,P1
noteOn,64320,239,73:80,C#5,Db5,0.1826,d5
noteOn,64560,479,55:80,G3,G3,0.2282,M6
noteOn,64560,239,76:80,E5,E5,0.2282,P4
noteOn,64800,239,81:80,A5,A5,0.2282,P4
noteOn,65040,239,64:80,E4,E4,0.2282,M6
noteOn,65040,239,73:80,C#5,Db5,0.2282,P5
noteOn,65280,239,54:80,F#3,Gb3,0.2739,m6
noteOn,65280,479,74:80,D5,D5,0.2739,P1
noteOn,65520,119,62:80,D4,D4,0.2739,M2
noteOn,65640,119,64:80,E4,E4,0.2282,M2
noteOn,65760,119,66:80,F#4,Gb4,0.2282,m3
noteOn,65760,479,69:80,A4,A4,0.2282,P4
noteOn,65880,119,64:80,E4,E4,0.1826,M2
noteOn,66000,479,62:80,D4,D4,0.2282,M3
noteOn,66240,119,78:80,F#5,Gb5,0.2739,M2
noteOn,66360,119,76:80,E5,E5,0.2282,P5
noteOn,66480,479,69:80,A4,A4,0.2739,P4
noteOn,66480,119,74:80,D5,D5,0.2739,M2
noteOn,66600,119,76:80,E5,E5,0.1826,M2
