type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density,interval
noteOn,11520,239,65:49,F4,F4,0.2739,P4
noteOn,11520,239,70:49,Bb4,Bb4,0.2739,P5
noteOn,11520,239,77:49,F5,F5,0.2739,P1
noteOn,12120,119,65:49,F4,F4,0.7303,m3
noteOn,12120,119,68:49,Ab4,Ab4,0.7303,M2
noteOn,12120,119,70:49,Bb4,Bb4,0.7303,M3
noteOn,12120,119,74:49,D5,D5,0.7303,M7
noteOn,12240,119,63:49,Eb4,Eb4,0.5477,m3
noteOn,12240,119,66:49,Gb4,Gb4,0.5477,M3
noteOn,12240,119,70:49,Bb4,Bb4,0.5477,P4
noteOn,12240,119,75:49,Eb5,Eb5,0.5477,P1
noteOn,12360,119,63:49,Eb4,Eb4,0.3651,m3
noteOn,12360,119,66:49,Gb4,Gb4,0.3651,M3
noteOn,12360,119,70:49,Bb4,Bb4,0.3651,P4
noteOn,12360,119,75:49,Eb5,Eb5,0.3651,m2
noteOn,12480,239,62:49,D4,D4,0.1826,m3
noteOn,12480,239,65:49,F4,F4,0.1826,P4
noteOn,12480,239,70:49,Bb4,Bb4,0.1826,P5
noteOn,12480,239,77:49,F5,F5,0.1826,m3
noteOn,13080,119,62:49,D4,D4,0.7303,m3
noteOn,13080,119,65:49,F4,F4,0.7303,P4
noteOn,13080,119,70:49,Bb4,Bb4,0.7303,P5
noteOn,13080,119,77:49,F5,F5,0.7303,M3
noteOn,13200,119,61:49,Db4,Db4,0.5477,M2
noteOn,13200,119,63:49,Eb4,Eb4,0.5477,P5
noteOn,13200,119,70:49,Bb4,Bb4,0.5477,M6
noteOn,13200,119,79:49,G5,G5,0.5477,m6
noteOn,13320,119,59:49,B3,B3,0.3651,M3
noteOn,13320,119,63:49,Eb4,Eb4,0.3651,P4
noteOn,13320,119,68:49,Ab4,Ab4,0.3651,P1
noteOn,13320,119,80:49,Ab5,Ab5,0.3651,M6
noteOn,13440,239,59:49,B3,B3,0.1826,M3
noteOn,13440,239,63:49,Eb4,Eb4,0.1826,P4
noteOn,13440,239,68:49,Ab4,Ab4,0.1826,P1
noteOn,13440,239,80:49,Ab5,Ab5,0.1826,d5
noteOn,14040,119,62:49,D4,D4,0.5477,m3
noteOn,14040,119,65:49,F4,F4,0.5477,P4
noteOn,14040,119,70:49,Bb4,Bb4,0.5477,P5
noteOn,14040,119,77:49,F5,F5,0.5477,M3
noteOn,14160,119,61:49,Db4,Db4,0.5477,M2
noteOn,14160,119,63:49,Eb4,Eb4,0.5477,P5
noteOn,14160,119,70:49,Bb4,Bb4,0.5477,M6
noteOn,14160,119,79:49,G5,G5,0.5477,P5
noteOn,14280,119,60:49,C4,C4,0.3651,m3
noteOn,14280,119,63:49,Eb4,Eb4,0.3651,P4
noteOn,14280,119,68:49,Ab4,Ab4,0.3651,P1
noteOn,14280,119,80:49,Ab5,Ab5,0.3651,m6
noteOn,14640,239,60:33,C4,C4,0.3651,m3
noteOn,14640,239,63:33,Eb4,Eb4,0.3651,P4
noteOn,14640,239,68:33,Ab4,Ab4,0.3651,P1
noteOn,14640,239,80:33,Ab5,Ab5,0.3651,m6
noteOn,15120,239,60:33,C4,C4,0.3651,m3
noteOn,15120,239,63:33,Eb4,Eb4,0.3651,P4
noteOn,15120,239,68:33,Ab4,Ab4,0.3651,P1
noteOn,15120,239,80:33,Ab5,Ab5,0.3651,m6
timeSignature,15360,0,4:4,4/4,,,
setTempo,15360,0,277778,216,,,
noteOn,15360,1439,60:96,C4,C4,0.1826,m3
noteOn,15360,1439,63:96,Eb4,Eb4,0.1826,P4
noteOn,15360,1439,68:96,Ab4,Ab4,0.1826,P1
noteOn,15360,1439,80:96,Ab5,Ab5,0.1826,M6
noteOn,16800,239,59:96,B3,B3,0.5021,m3
noteOn,16800,239,62:96,D4,D4,0.5021,P4
noteOn,16800,479,67:96,G4,G4,0.5021,P5
noteOn,16800,239,74:96,D5,D5,0.5021,M3
noteOn,17040,239,58:96,Bb3,Bb3,0.3195,m3
noteOn,17040,239,61:96,Db4,Db4,0.3195,d5
noteOn,17040,239,79:96,G5,G5,0.3195,M6
noteOn,17280,479,58:96,Bb3,Bb3,0.3651,m3
noteOn,17280,479,61:96,Db4,Db4,0.3651,d5
noteOn,17280,479,67:96,G4,G4,0.3651,P1
noteOn,17280,479,79:96,G5,G5,0.3651,m7
noteOn,17760,239,57:96,A3,A3,0.5021,m3
noteOn,17760,239,60:96,C4,C4,0.5021,P4
noteOn,17760,479,65:96,F4,F4,0.5021,P5
noteOn,17760,239,72:96,C5,C5,0.5021,M3
noteOn,18000,239,56:96,Ab3,Ab3,0.3195,m3
noteOn,18000,239,59:96,B3,B3,0.3195,d5
noteOn,18000,239,77:96,F5,F5,0.3195,M6
noteOn,18240,479,56:96,Ab3,Ab3,0.3651,m3
noteOn,18240,479,59:96,B3,B3,0.3651,d5
noteOn,18240,479,65:96,F4,F4,0.3651,P1
noteOn,18240,479,77:96,F5,F5,0.3651,m7
noteOn,18720,239,55:96,G3,G3,0.5934,m3
noteOn,18720,239,58:96,Bb3,Bb3,0.5934,P4
noteOn,18720,479,63:96,Eb4,Eb4,0.5934,P5
noteOn,18720,239,70:96,Bb4,Bb4,0.5934,M3
noteOn,18960,239,54:96,Gb3,Gb3,0.4108,m3
noteOn,18960,239,57:96,A3,A3,0.4108,d5
noteOn,18960,239,75:96,Eb5,Eb5,0.4108,m7
noteOn,19200,1439,53:96,F3,F3,0.2739,m3
noteOn,19200,1439,56:96,Ab3,Ab3,0.2739,P5
noteOn,19200,959,63:96,Eb4,Eb4,0.2739,P4
noteOn,19200,1439,68:96,Ab4,Ab4,0.2739,M2
noteOn,19200,1439,70:96,Bb4,Bb4,0.2739,P4
noteOn,19200,959,75:96,Eb5,Eb5,0.2739,m2
noteOn,20160,479,62:65,D4,D4,0.3195,P1
noteOn,20160,479,74:65,D5,D5,0.3195,M7
noteOn,20640,479,51:49,Eb3,Eb3,0.4564,M3
noteOn,20640,479,55:49,G3,G3,0.4564,m6
noteOn,20640,479,63:49,Eb4,Eb4,0.4564,P5
noteOn,20640,479,70:49,Bb4,Bb4,0.4564,P4
noteOn,20640,479,75:49,Eb5,Eb5,0.4564,m2
noteOn,21120,479,50:49,D3,D3,0.4564,m3
noteOn,21120,479,53:49,F3,F3,0.4564,P1
noteOn,21120,479,65:49,F4,F4,0.4564,P4
noteOn,21120,479,70:49,Bb4,Bb4,0.4564,P5
noteOn,21120,479,77:49,F5,F5,0.4564,P4
noteOn,21600,479,48:49,C3,C3,0.4564,m3
noteOn,21600,479,51:49,Eb3,Eb3,0.4564,M3
noteOn,21600,479,67:49,G4,G4,0.4564,m3
noteOn,21600,479,70:49,Bb4,Bb4,0.4564,M6
noteOn,21600,479,79:49,G5,G5,0.4564,M6
noteOn,22080,479,46:49,Bb2,Bb2,0.4564,M3
noteOn,22080,479,50:49,D3,D3,0.4564,d5
noteOn,22080,479,68:49,Ab4,Ab4,0.4564,M2
noteOn,22080,479,70:49,Bb4,Bb4,0.4564,m7
noteOn,22080,479,80:49,Ab5,Ab5,0.4564,m7
noteOn,22560,479,46:49,Bb2,Bb2,0.4108,M3
noteOn,22560,479,50:49,D3,D3,0.4108,m3
noteOn,22560,479,53:49,F3,F3,0.4108,P4
noteOn,22560,479,70:49,Bb4,Bb4,0.4108,P1
noteOn,22560,479,82:49,Bb5,Bb5,0.4108,P5
noteOn,23040,239,39:49,Eb2,Eb2,0.2739,M3
noteOn,23040,239,67:49,G4,G4,0.2739,m3
noteOn,23040,239,70:49,Bb4,Bb4,0.2739,M6
noteOn,23040,239,79:49,G5,G5,0.2739,M6
noteOn,23280,239,46:51,Bb2,Bb2,0.1369,M6
noteOn,23520,239,55:52,G3,G3,0.2282,M6
noteOn,23760,239,46:53,Bb2,Bb2,0.2282,P5
noteOn,24000,239,39:54,Eb2,Eb2,0.2282,P5
noteOn,24000,239,70:49,Bb4,Bb4,0.2282,P1
noteOn,24000,239,82:49,Bb5,Bb5,0.2282,P1
noteOn,24240,239,46:55,Bb2,Bb2,0.1369,M6
noteOn,24480,239,55:56,G3,G3,0.2282,M6
noteOn,24720,239,46:57,Bb2,Bb2,0.2282,P4
noteOn,24960,239,41:58,F2,F2,0.2282,P4
noteOn,24960,1439,82:58,Bb5,Bb5,0.2282,P1
noteOn,24960,1439,94:58,Bb6,Bb6,0.2282,P1
noteOn,25200,239,46:59,Bb2,Bb2,0.1369,m7
noteOn,25440,239,56:60,Ab3,Ab3,0.1369,m7
noteOn,25680,239,46:61,Bb2,Bb2,0.1369,P4
noteOn,25920,239,41:62,F2,F2,0.2282,P4
noteOn,26160,239,46:63,Bb2,Bb2,0.2282,m7
noteOn,26400,239,56:64,Ab3,Ab3,0.2282,M2
noteOn,26400,1919,70:64,Bb4,Bb4,0.2282,P1
noteOn,26400,1919,82:64,Bb5,Bb5,0.2282,P1
noteOn,26640,239,46:60,Bb2,Bb2,0.1369,m3
noteOn,26880,239,43:58,G2,G2,0.1369,m3
noteOn,27120,239,46:57,Bb2,Bb2,0.1369,P1
noteOn,27360,239,58:55,Bb3,Bb3,0.1369,P1
noteOn,27600,239,46:53,Bb2,Bb2,0.1369,m3
noteOn,27840,239,43:51,G2,G2,0.2282,m3
noteOn,28080,239,46:49,Bb2,Bb2,0.2282,P1
noteOn,28320,239,58:49,Bb3,Bb3,0.3195,M6
noteOn,28320,479,67:49,G4,G4,0.3195,P1
noteOn,28320,479,79:49,G5,G5,0.3195,M6
noteOn,28560,239,46:49,Bb2,Bb2,0.2282,M2
noteOn,28800,239,44:49,Ab2,Ab2,0.3195,M6
noteOn,28800,479,65:49,F4,F4,0.3195,P1
noteOn,28800,479,77:49,F5,F5,0.3195,P5
noteOn,29040,239,46:49,Bb2,Bb2,0.2282,m7
noteOn,29280,239,56:49,Ab3,Ab3,0.3195,d5
noteOn,29280,479,62:49,D4,D4,0.3195,P1
noteOn,29280,479,74:49,D5,D5,0.3195,M3
noteOn,29520,239,46:49,Bb2,Bb2,0.2282,P1
noteOn,29760,239,34:49,Bb1,Bb1,0.3195,m2
noteOn,29760,479,59:49,B3,B3,0.3195,P1
noteOn,29760,479,71:49,B4,B4,0.3195,m2
noteOn,30000,239,46:49,Bb2,Bb2,0.2282,P5
noteOn,30240,239,53:49,F3,F3,0.3195,P4
noteOn,30240,479,58:49,Bb3,Bb3,0.3195,P1
noteOn,30240,479,70:49,Bb4,Bb4,0.3195,P1
noteOn,30480,239,46:49,Bb2,Bb2,0.2282,P5
noteOn,30720,239,39:49,Eb2,Eb2,0.2282,P5
noteOn,30720,239,58:49,Bb3,Bb3,0.2282,P1
noteOn,30720,239,70:49,Bb4,Bb4,0.2282,P1
noteOn,30960,239,46:51,Bb2,Bb2,0.1369,M6
noteOn,31200,239,55:52,G3,G3,0.2282,M6
noteOn,31440,239,46:53,Bb2,Bb2,0.2282,P5
noteOn,31680,239,39:54,Eb2,Eb2,0.2282,P5
noteOn,31680,239,70:49,Bb4,Bb4,0.2282,P1
noteOn,31680,239,82:49,Bb5,Bb5,0.2282,P1
noteOn,31920,239,46:55,Bb2,Bb2,0.1369,M6
noteOn,32160,239,55:56,G3,G3,0.2282,M6
noteOn,32400,239,46:57,Bb2,Bb2,0.2282,P4
noteOn,32640,239,41:58,F2,F2,0.2282,P4
noteOn,32640,1439,82:58,Bb5,Bb5,0.2282,P1
noteOn,32640,1439,94:58,Bb6,Bb6,0.2282,P1
noteOn,32880,239,46:59,Bb2,Bb2,0.1369,m7
noteOn,33120,239,56:60,Ab3,Ab3,0.1369,m7
noteOn,33360,239,46:61,Bb2,Bb2,0.1369,P4
noteOn,33600,239,41:62,F2,F2,0.2282,P4
noteOn,33840,239,46:63,Bb2,Bb2,0.2282,m7
noteOn,34080,239,56:64,Ab3,Ab3,0.2282,M2
noteOn,34080,1919,70:64,Bb4,Bb4,0.2282,P1
noteOn,34080,1919,82:64,Bb5,Bb5,0.2282,P1
noteOn,34320,239,46:60,Bb2,Bb2,0.1369,m3
noteOn,34560,239,43:58,G2,G2,0.1369,m6
noteOn,34800,239,51:57,Eb3,Eb3,0.1369,P5
noteOn,35040,239,58:55,Bb3,Bb3,0.1369,P5
noteOn,35280,239,51:53,Eb3,Eb3,0.1369,m6
noteOn,35520,239,43:51,G2,G2,0.2282,m6
noteOn,35760,239,51:49,Eb3,Eb3,0.2282,P5
noteOn,36000,239,58:49,Bb3,Bb3,0.3195,M6
noteOn,36000,479,67:49,G4,G4,0.3195,P1
noteOn,36000,479,79:49,G5,G5,0.3195,M3
noteOn,36240,239,51:49,Eb3,Eb3,0.2282,P5
noteOn,36480,239,44:49,Ab2,Ab2,0.3195,m6
noteOn,36480,479,64:49,E4,E4,0.3195,P1
noteOn,36480,479,76:49,E5,E5,0.3195,m2
noteOn,36720,239,51:49,Eb3,Eb3,0.2282,M6
noteOn,36960,239,60:49,C4,C4,0.3195,P4
noteOn,36960,479,65:49,F4,F4,0.3195,P1
noteOn,36960,479,77:49,F5,F5,0.3195,M2
noteOn,37200,239,51:49,Eb3,Eb3,0.2282,d5
noteOn,37440,239,45:49,A2,A2,0.3195,m3
noteOn,37440,479,60:49,C4,C4,0.3195,P1
noteOn,37440,479,72:49,C5,C5,0.3195,P5
noteOn,37680,239,53:49,F3,F3,0.2282,P5
noteOn,37920,239,60:49,C4,C4,0.3651,m3
noteOn,37920,479,63:49,Eb4,Eb4,0.3651,P1
noteOn,37920,479,75:49,Eb5,Eb5,0.3651,m7
noteOn,38160,239,53:49,F3,F3,0.2739,P5
noteOn,38400,479,46:49,Bb2,Bb2,0.3195,P1
noteOn,38400,479,58:49,Bb3,Bb3,0.3195,M3
noteOn,38400,239,62:49,D4,D4,0.3195,P1
noteOn,38400,239,74:49,D5,D5,0.3195,M3
noteOn,38640,239,70:49,Bb4,Bb4,0.2282,P5
noteOn,38880,239,63:49,Eb4,Eb4,0.3195,d5
noteOn,38880,239,69:49,A4,A4,0.3195,P5
noteOn,39120,239,62:49,D4,D4,0.3651,m6
noteOn,39120,239,70:49,Bb4,Bb4,0.3651,m7
noteOn,39360,239,60:49,C4,C4,0.4108,M6
noteOn,39360,239,69:49,A4,A4,0.4108,m3
noteOn,39360,239,72:49,C5,C5,0.4108,M2
noteOn,39600,239,58:49,Bb3,Bb3,0.4108,P1
noteOn,39600,239,70:49,Bb4,Bb4,0.4108,M3
noteOn,39600,239,74:49,D5,D5,0.4108,P4
noteOn,39840,239,57:49,A3,A3,0.4108,m3
noteOn,39840,239,72:49,C5,C5,0.4108,m3
noteOn,39840,239,75:49,Eb5,Eb5,0.4108,P5
noteOn,40080,239,56:49,Ab3,Ab3,0.3195,d5
noteOn,40080,239,74:49,D5,D5,0.3195,m3
noteOn,40080,239,77:49,F5,F5,0.3195,m7
noteOn,40320,239,55:49,G3,G3,0.2282,m6
noteOn,40320,959,75:49,Eb5,Eb5,0.2282,M3
noteOn,40320,959,79:49,G5,G5,0.2282,M2
noteOn,40560,239,53:49,F3,F3,0.1369,M2
noteOn,40800,239,51:49,Eb3,Eb3,0.2282,m2
noteOn,41040,239,50:49,D3,D3,0.3195,m2
noteOn,41280,239,51:49,Eb3,Eb3,0.4108,P4
noteOn,41280,239,80:49,Ab5,Ab5,0.4108,M3
noteOn,41280,239,84:49,C6,C6,0.4108,P5
noteOn,41520,239,53:49,F3,F3,0.4108,M2
noteOn,41520,239,79:49,G5,G5,0.4108,m3
noteOn,41520,239,82:49,Bb5,Bb5,0.4108,m3
noteOn,41760,239,55:49,G3,G3,0.4108,m7
noteOn,41760,239,77:49,F5,F5,0.4108,m3
noteOn,41760,239,80:49,Ab5,Ab5,0.4108,P1
noteOn,42000,239,56:49,Ab3,Ab3,0.2739,P5
noteOn,42000,239,75:49,Eb5,Eb5,0.2739,M3
noteOn,42000,239,79:49,G5,G5,0.2739,M6
noteOn,42240,479,58:49,Bb3,Bb3,0.1826,M3
noteOn,42240,479,74:49,D5,D5,0.1826,m3
noteOn,42240,479,77:49,F5,F5,0.1826,P4
